v_origem,v_destino,bairro,oneway,length,max_speed,num_lotes,casas,industrias,atracoes,comercios
5222,8579,Sarrià-Sant Gervasi,True,18.323,50.0,2,3,0,0,1
5223,3073,Eixample,True,104.815,50.0,3.0,4.0,0,0,2
5223,464,Eixample,True,145.739,20.0,4.0,6.0,0,0,2
5224,6927,Eixample,False,39.919,50.0,2,3,0,0,1
5224,6928,Eixample,False,98.16399999999999,50.0,2,3,0,0,1
5224,6776,Eixample,True,150.91500000000002,30.0,4.0,5.0,1,0,2
5225,2486,Eixample,True,49.524,30.0,2,3,0,0,1
5226,2026,Eixample,True,55.56,30.0,2,4,0,0,0
5226,6760,Eixample,True,282.257,50.0,13.0,14.0,3,2,7
5232,7361,Sarrià-Sant Gervasi,True,95.81099999999999,50.0,3.0,5.0,0,0,1
5232,8848,Sarrià-Sant Gervasi,True,171.41,40.0,6.0,8.0,1,0,3
5239,5232,Sarrià-Sant Gervasi,True,59.989,50.0,2,3,0,0,1
5239,4955,Sarrià-Sant Gervasi,True,119.61800000000001,50.0,3.0,3.0,1,0,2
5241,4880,Sant Andreu,False,64.523,30.0,2,4,0,0,0
5241,6380,Sant Andreu,False,80.53999999999999,30.0,2,3,0,0,1
5242,137,Sant Andreu,True,219.455,30.0,6.0,7.0,1,1,3
5242,7535,Sant Andreu,True,79.174,30.0,3.0,4.0,1,0,1
5242,4485,Sant Andreu,True,77.01,30.0,2,4,0,0,0
5243,3810,Sant Andreu,True,34.275,30.0,2,3,0,0,1
5244,2701,Sant Andreu,True,279.90999999999997,30.0,13.0,16.0,2,1,7
5244,4894,Sant Andreu,True,209.22199999999998,30.0,6.0,6.0,1,1,4
5245,3791,Sant Andreu,True,68.34100000000001,30.0,2,3,0,0,1
5245,6387,Sant Andreu,True,10.203,30.0,2,4,0,0,0
5246,241,Sant Andreu,True,83.187,20.0,4.0,5.0,1,0,2
5246,632,Sant Andreu,False,141.296,50.0,4.0,5.0,0,0,3
5246,668,Sant Andreu,False,111.974,50.0,3.0,4.0,1,0,1
5246,244,Sant Andreu,False,90.12700000000001,30.0,3.0,4.0,1,0,1
5247,2784,Sant Andreu,False,42.102,50.0,2,3,0,0,1
5247,632,Sant Andreu,False,10.588,50.0,2,3,0,0,1
5248,679,Sant Andreu,True,18.301,20.0,2,3,0,0,1
5249,4665,Sant Andreu,True,57.581,30.0,2,3,0,0,1
5249,1342,Sant Andreu,True,187.043,30.0,6.0,5.0,2,1,4
5250,773,Sant Andreu,True,18.342,50.0,2,3,0,0,1
5250,783,Sant Andreu,False,29.394,30.0,2,3,0,0,1
5250,6684,Sant Andreu,True,8.69,30.0,2,3,0,0,1
5251,773,Sant Andreu,True,129.232,30.0,4.0,5.0,1,0,2
5251,3156,Sant Andreu,True,111.32300000000001,30.0,3.0,4.0,1,0,1
5252,3155,Sant Andreu,True,134.82999999999998,50.0,5.0,6.0,1,0,3
5252,7693,Sant Andreu,True,134.496,30.0,3.0,4.0,0,0,2
5260,5873,Gràcia,True,10.867,30.0,2,3,0,0,1
5260,8604,Gràcia,True,161.321,50.0,7.0,8.0,1,1,4
5261,5863,Gràcia,True,10.126999999999999,30.0,2,3,0,0,1
5261,5262,Gràcia,True,137.88700000000003,50.0,4.0,5.0,1,0,2
5262,5886,Gràcia,True,33.138,50.0,2,3,0,0,1
5263,5887,Gràcia,True,219.643,25,6.0,9.0,1,0,2
5263,5264,Gràcia,True,39.992000000000004,50.0,2,3,0,0,1
5264,5889,Gràcia,True,55.964000000000006,50.0,2,3,0,0,1
5265,5876,Gràcia,True,63.224000000000004,50.0,2,3,0,0,1
5265,5266,Gràcia,True,124.85,50.0,4.0,5.0,1,0,2
5266,5267,Sarrià-Sant Gervasi,True,121.294,50.0,5.0,6.0,1,0,3
5267,5268,Sarrià-Sant Gervasi,False,47.92,50.0,2,3,0,0,1
5267,8843,Sarrià-Sant Gervasi,False,82.568,50.0,4.0,5.0,1,0,2
5268,7416,Sarrià-Sant Gervasi,True,79.05499999999999,50.0,2,3,0,0,1
5268,1192,Sarrià-Sant Gervasi,False,38.137,50.0,2,4,0,0,0
5268,5267,Sarrià-Sant Gervasi,False,47.919999999999995,50.0,2,3,0,0,1
5269,5270,Sarrià-Sant Gervasi,True,89.57799999999999,30.0,2,4,0,0,0
5269,5273,Sarrià-Sant Gervasi,False,42.68599999999999,30.0,2,4,0,0,0
5269,1228,Sarrià-Sant Gervasi,False,33.705,30.0,2,4,0,0,0
5270,5273,Sarrià-Sant Gervasi,True,85.308,30.0,2,3,0,0,1
5270,5271,Sarrià-Sant Gervasi,False,133.477,50.0,4.0,5.0,1,0,2
5271,3680,Sarrià-Sant Gervasi,False,127.592,50.0,4.0,5.0,1,0,2
5271,5270,Sarrià-Sant Gervasi,False,133.477,50.0,4.0,6.0,0,0,2
5271,720,Sarrià-Sant Gervasi,False,52.96300000000001,30.0,2,3,0,0,1
5272,3680,Sarrià-Sant Gervasi,False,278.702,50.0,12.0,15.0,3,2,4
5272,5923,Sarrià-Sant Gervasi,True,31.014000000000003,30.0,2,3,0,0,1
5272,6322,Sarrià-Sant Gervasi,False,99.842,50.0,3.0,3.0,1,0,2
5273,1991,Sarrià-Sant Gervasi,False,63.440999999999995,30.0,2,4,0,0,0
5273,5269,Sarrià-Sant Gervasi,False,42.686,30.0,2,3,0,0,1
5273,1151,Sarrià-Sant Gervasi,True,31.815,30.0,2,3,0,0,1
5274,5282,Sarrià-Sant Gervasi,False,103.691,50.0,4.0,4.0,1,0,3
5274,3655,Sarrià-Sant Gervasi,False,30.652,50.0,2,4,0,0,0
5275,8540,Sarrià-Sant Gervasi,False,107.287,30.0,4.0,5.0,1,0,2
5275,1151,Sarrià-Sant Gervasi,False,134.16199999999998,30.0,6.0,7.0,2,0,3
5276,8540,Sarrià-Sant Gervasi,False,10.94,30.0,2,3,0,0,1
5276,4915,Sarrià-Sant Gervasi,False,117.282,30.0,4.0,4.0,1,0,3
5277,8841,Sarrià-Sant Gervasi,True,312.249,30.0,9.0,9.0,2,1,6
5277,5278,Sarrià-Sant Gervasi,False,111.49600000000001,30.0,3.0,4.0,1,0,1
5277,8843,Sarrià-Sant Gervasi,False,175.322,30.0,5.0,6.0,1,0,3
5278,5417,Sarrià-Sant Gervasi,False,10.016,30.0,2,3,0,0,1
5278,5277,Sarrià-Sant Gervasi,False,111.49600000000001,30.0,4.0,6.0,1,0,1
5279,468,Sarrià-Sant Gervasi,False,328.8380000000001,30.0,13.0,13.0,4,2,7
5279,5280,Sarrià-Sant Gervasi,False,150.716,30.0,5.0,7.0,1,0,2
5279,5417,Sarrià-Sant Gervasi,False,68.04100000000001,30.0,2,3,0,0,1
5280,5279,Sarrià-Sant Gervasi,False,150.716,30.0,4.0,5.0,1,0,2
5280,8610,Sarrià-Sant Gervasi,True,76.893,30.0,2,3,0,0,1
5281,6247,Gràcia,False,958.3359999999992,30.0,39.0,38.0,8,4,28
5281,8609,Sarrià-Sant Gervasi,True,56.101,25,2,3,0,0,1
5282,719,Sarrià-Sant Gervasi,False,18.782,30.0,2,3,0,0,1
5282,494,Sarrià-Sant Gervasi,True,188.77300000000002,30.0,5.0,6.0,1,0,3
5282,5274,Sarrià-Sant Gervasi,False,103.691,50.0,3.0,4.0,1,0,1
5283,3651,Sarrià-Sant Gervasi,True,72.069,30.0,2,3,0,0,1
5283,470,Sarrià-Sant Gervasi,False,22.582,30.0,2,3,0,0,1
5283,7274,Sarrià-Sant Gervasi,False,43.51,30.0,2,3,0,0,1
5284,5285,Les Corts,False,51.121,30.0,2,3,0,0,1
5284,5285,Les Corts,False,76.346,30.0,3.0,3.0,1,0,2
5284,930,Les Corts,False,113.687,30.0,4.0,6.0,0,0,2
5285,5284,Les Corts,False,51.121,30.0,2,4,0,0,0
5285,5284,Les Corts,False,76.346,30.0,2,3,0,0,1
5285,8292,Les Corts,False,111.259,30.0,3.0,5.0,0,0,1
5286,8292,Les Corts,False,8.928,30.0,2,4,0,0,0
5286,5191,Les Corts,True,60.25600000000001,30.0,3.0,3.0,1,0,2
5287,5155,Les Corts,True,150.31299999999996,30.0,4.0,5.0,1,0,2
5287,5288,Les Corts,False,51.67399999999999,30.0,2,3,0,0,1
5287,5188,Les Corts,False,55.221999999999994,30.0,2,4,0,0,0
5288,5289,Les Corts,False,110.843,30.0,4.0,5.0,1,0,2
5288,5189,Les Corts,False,148.979,30.0,6.0,7.0,1,1,3
5288,5287,Les Corts,False,51.67399999999999,30.0,2,3,0,0,1
5289,5288,Les Corts,False,110.843,30.0,4.0,5.0,1,0,2
5290,7982,Les Corts,True,24.224999999999998,50.0,2,4,0,0,0
5291,8019,Les Corts,True,26.563000000000002,50.0,2,3,0,0,1
5291,557,Les Corts,True,30.421,50.0,2,3,0,0,1
5292,5155,Les Corts,False,34.802,50.0,2,4,0,0,0
5292,5293,Les Corts,False,145.90900000000002,30.0,4.0,6.0,0,0,2
5292,5154,Les Corts,False,71.771,50.0,2,3,0,0,1
5293,5292,Les Corts,False,145.909,30.0,4.0,6.0,0,0,2
5293,1018,Les Corts,True,49.244,30.0,2,3,0,0,1
5293,1017,Les Corts,False,48.736000000000004,30.0,2,3,0,0,1
5293,2649,Les Corts,True,164.306,30.0,6.0,8.0,1,0,3
5294,1256,Sarrià-Sant Gervasi,True,153.71300000000002,30.0,7.0,9.0,1,1,3
5294,5295,Sarrià-Sant Gervasi,True,93.45800000000001,30.0,3.0,4.0,1,0,1
5295,5195,Sarrià-Sant Gervasi,True,127.374,30.0,4.0,6.0,1,0,1
5295,8444,Sarrià-Sant Gervasi,True,95.23,30.0,4.0,5.0,1,0,2
5296,8102,Sarrià-Sant Gervasi,True,10.860999999999999,30.0,2,4,0,0,0
5296,1258,Sarrià-Sant Gervasi,False,77.06599999999999,30.0,2,4,0,0,0
5296,238,Sarrià-Sant Gervasi,False,34.22,50.0,2,3,0,0,1
5297,4952,Sarrià-Sant Gervasi,True,60.411,50.0,2,3,0,0,1
5297,1257,Sarrià-Sant Gervasi,False,60.888999999999996,50.0,2,3,0,0,1
5297,8012,Sarrià-Sant Gervasi,True,55.449999999999996,30.0,2,3,0,0,1
5297,2015,Sarrià-Sant Gervasi,True,54.303999999999995,25,2,4,0,0,0
5298,5193,Les Corts,True,132.464,50.0,6.0,7.0,2,0,3
5298,5294,Les Corts,True,169.212,30.0,8.0,9.0,2,1,4
5299,5314,Les Corts,False,46.47,30.0,2,3,0,0,1
5299,5298,Les Corts,True,80.24799999999999,30.0,2,3,0,0,1
5300,5160,Sarrià-Sant Gervasi,True,51.150999999999996,30.0,2,3,0,0,1
5300,3615,Sarrià-Sant Gervasi,True,116.72,30.0,4.0,5.0,1,0,2
5301,3617,Sarrià-Sant Gervasi,True,95.458,20.0,2,4,0,0,0
5301,5300,Sarrià-Sant Gervasi,True,126.66399999999999,30.0,4.0,5.0,1,0,2
5302,5301,Sarrià-Sant Gervasi,True,82.298,30.0,2,3,0,0,1
5302,3618,Sarrià-Sant Gervasi,True,96.00800000000001,20.0,4.0,6.0,1,0,1
5303,5300,Sarrià-Sant Gervasi,True,96.22999999999999,30.0,3.0,4.0,0,0,2
5303,4054,Sarrià-Sant Gervasi,True,117.25299999999999,30.0,3.0,4.0,0,0,2
5304,6869,Sarrià-Sant Gervasi,True,69.327,30.0,2,4,0,0,0
5304,5162,Sarrià-Sant Gervasi,False,134.448,30.0,4.0,5.0,1,0,2
5304,6871,Sarrià-Sant Gervasi,False,96.75800000000001,30.0,4.0,6.0,0,0,2
5305,3999,Sarrià-Sant Gervasi,True,113.808,20.0,4.0,6.0,1,0,1
5305,3267,Sarrià-Sant Gervasi,True,126.44999999999999,30.0,5.0,6.0,1,0,3
5306,3226,Sarrià-Sant Gervasi,True,76.126,30.0,2,3,0,0,1
5306,5769,Sarrià-Sant Gervasi,True,98.897,20.0,4.0,6.0,0,0,2
5307,3265,Sarrià-Sant Gervasi,True,136.966,10.0,4.0,6.0,0,0,2
5307,5309,Sarrià-Sant Gervasi,True,78.155,30.0,3.0,4.0,0,0,2
5308,6427,Eixample,True,149.684,30.0,4.0,6.0,1,0,1
5308,759,Eixample,True,16.37,50.0,2,3,0,0,1
5309,6235,Sarrià-Sant Gervasi,True,198.975,30.0,6.0,6.0,2,0,4
5309,2982,Sarrià-Sant Gervasi,True,110.453,50.0,3.0,5.0,0,0,1
5310,1600,Les Corts,True,124.62,30.0,3.0,4.0,1,0,1
5310,5311,Les Corts,True,165.53699999999998,30.0,4.0,6.0,1,0,1
5311,2631,Les Corts,True,219.269,50.0,7.0,10.0,1,1,2
5312,1053,Les Corts,True,101.509,30.0,4.0,5.0,1,0,2
5312,1648,Les Corts,True,123.646,50.0,5.0,6.0,1,0,3
5313,1016,Les Corts,True,45.269000000000005,30.0,2,4,0,0,0
5313,5293,Les Corts,True,94.218,30.0,3.0,3.0,1,0,2
5314,5299,Les Corts,False,46.47,30.0,2,3,0,0,1
5315,2627,Les Corts,False,49.291,50.0,2,3,0,0,1
5315,1154,Les Corts,False,388.21299999999997,50.0,11.0,9.0,4,1,8
5315,1182,Les Corts,True,39.61,50.0,2,3,0,0,1
5316,1647,Les Corts,False,385.486,50.0,12.0,14.0,3,2,5
5316,2647,Les Corts,True,28.172000000000004,50.0,2,3,0,0,1
5316,2639,Les Corts,False,402.87600000000003,50.0,12.0,10.0,3,2,9
5317,5359,Nou Barris,True,80.876,30.0,3.0,5.0,0,0,1
5318,5397,Nou Barris,False,12.056,30.0,2,3,0,0,1
5318,6596,Nou Barris,True,108.973,30.0,3.0,4.0,1,0,1
5320,7923,Les Corts,True,28.267000000000003,50.0,2,3,0,0,1
5321,4445,Eixample,True,97.75499999999998,50.0,3.0,5.0,0,0,1
5321,1070,Eixample,True,144.553,50.0,6.0,7.0,1,0,4
5322,3287,Eixample,False,15.102,50.0,2,4,0,0,0
5322,8307,Eixample,True,21.195,50.0,2,3,0,0,1
5323,7260,Sants-Montjuïc,True,8.519,30.0,2,3,0,0,1
5323,6847,Sants-Montjuïc,True,69.774,30.0,2,3,0,0,1
5324,7330,Sants-Montjuïc,True,28.947,30.0,2,3,0,0,1
5325,8511,Sants-Montjuïc,False,89.847,30.0,2,3,0,0,1
5325,6209,Sants-Montjuïc,False,195.731,30.0,6.0,9.0,1,0,2
5326,1094,Sants-Montjuïc,True,241.242,30.0,8.0,7.0,2,1,6
5327,5326,Sants-Montjuïc,True,42.818,30.0,2,3,0,0,1
5327,5326,Sants-Montjuïc,True,204.68599999999998,30.0,6.0,8.0,1,0,3
5328,4997,Les Corts,False,163.88,50.0,4.0,7.0,0,0,1
5328,5172,Les Corts,True,151.621,30.0,4.0,6.0,1,0,1
5328,5172,Les Corts,False,106.339,50.0,3.0,5.0,0,0,1
5328,5166,Les Corts,False,80.39200000000001,30.0,3.0,5.0,0,0,1
5328,5129,Les Corts,False,104.542,30.0,3.0,3.0,1,0,2
5329,5166,Les Corts,False,100.02,20.0,2,3,0,0,1
5329,7047,Les Corts,True,99.84300000000002,20.0,4.0,5.0,1,0,2
5330,1576,Les Corts,True,104.413,30.0,4.0,4.0,1,0,3
5331,7166,Eixample,True,131.567,30.0,5.0,7.0,1,0,2
5331,2500,Eixample,True,17.496000000000002,30.0,2,3,0,0,1
5332,6597,Eixample,True,111.792,30.0,3.0,4.0,0,0,2
5332,5023,Eixample,True,293.559,50.0,9.0,12.0,2,1,3
5333,2211,Eixample,True,136.236,20.0,6.0,9.0,1,0,2
5334,7042,Eixample,True,20.759,30.0,2,3,0,0,1
5334,3992,Eixample,True,120.95,30.0,3.0,3.0,1,0,2
5335,3318,Eixample,True,41.399,30.0,2,3,0,0,1
5335,5334,Eixample,True,129.213,30.0,3.0,4.0,1,0,1
5336,6394,Eixample,True,129.85,50.0,6.0,7.0,1,0,4
5336,6368,Eixample,True,114.874,20.0,3.0,5.0,0,0,1
5337,5969,Eixample,True,144.73399999999998,50.0,5.0,6.0,1,0,3
5337,5336,Eixample,True,189.024,30.0,6.0,8.0,1,0,3
5338,5339,Eixample,True,139.05300000000003,20.0,5.0,7.0,1,0,2
5338,3971,Eixample,True,66.541,50.0,2,4,0,0,0
5339,2188,Eixample,True,67.61699999999999,30.0,2,3,0,0,1
5340,5044,Nou Barris,True,67.688,30.0,2,3,0,0,1
5340,5341,Nou Barris,True,103.734,30.0,3.0,4.0,1,0,1
5341,5046,Nou Barris,True,57.011,30.0,2,3,0,0,1
5341,5342,Nou Barris,True,46.422,30.0,2,3,0,0,1
5342,5349,Nou Barris,True,79.13600000000001,30.0,2,3,0,0,1
5342,5343,Nou Barris,False,56.782000000000004,30.0,2,4,0,0,0
5342,5371,Nou Barris,False,126.212,30.0,6.0,6.0,2,0,4
5343,5043,Nou Barris,False,182.12199999999999,30.0,6.0,7.0,1,0,4
5343,5046,Nou Barris,True,47.333,30.0,2,3,0,0,1
5343,5342,Nou Barris,False,56.782000000000004,30.0,2,4,0,0,0
5344,3870,Nou Barris,True,41.134,30.0,2,3,0,0,1
5344,5365,Nou Barris,True,118.957,20.0,4.0,6.0,1,0,1
5345,5347,Nou Barris,True,28.194,30.0,2,3,0,0,1
5345,3867,Nou Barris,True,47.002,10.0,2,3,0,0,1
5346,5340,Nou Barris,True,29.125,30.0,2,3,0,0,1
5346,5345,Nou Barris,True,79.53000000000002,30.0,2,3,0,0,1
5347,3865,Nou Barris,True,83.767,30.0,3.0,5.0,0,0,1
5347,5366,Nou Barris,True,18.177,20.0,2,3,0,0,1
5348,8362,Nou Barris,True,15.366999999999999,30.0,2,3,0,0,1
5348,7719,Nou Barris,False,58.905,30.0,2,3,0,0,1
5349,6602,Nou Barris,True,37.188,30.0,2,4,0,0,0
5350,4944,Nou Barris,True,63.425000000000004,30.0,2,3,0,0,1
5350,2503,Nou Barris,True,108.147,30.0,3.0,5.0,0,0,1
5351,5352,Nou Barris,True,118.07400000000003,30.0,3.0,4.0,0,0,2
5351,5039,Nou Barris,True,94.82600000000001,50.0,2,3,0,0,1
5352,5361,Nou Barris,True,34.875,30.0,2,4,0,0,0
5353,5928,Nou Barris,True,144.234,30.0,6.0,7.0,1,0,4
5354,5039,Nou Barris,False,99.32300000000001,30.0,3.0,5.0,0,0,1
5354,5352,Nou Barris,True,61.092,30.0,2,3,0,0,1
5354,6101,Nou Barris,False,136.642,30.0,4.0,5.0,1,0,2
5355,5317,Nou Barris,True,61.517,30.0,2,4,0,0,0
5355,5617,Nou Barris,True,100.504,30.0,3.0,4.0,0,0,2
5355,5356,Nou Barris,True,137.524,30.0,4.0,6.0,0,0,2
5356,5357,Nou Barris,True,80.17699999999999,30.0,3.0,5.0,0,0,1
5356,5048,Nou Barris,True,101.60400000000001,30.0,2,3,0,0,1
5357,5617,Nou Barris,True,102.824,30.0,3.0,5.0,0,0,1
5358,5038,Nou Barris,True,105.399,20.0,5.0,7.0,1,0,2
5358,5045,Nou Barris,True,70.265,30.0,3.0,5.0,0,0,1
5359,5362,Nou Barris,True,71.68199999999999,30.0,2,3,0,0,1
5359,5360,Nou Barris,True,143.172,30.0,6.0,8.0,2,0,2
5360,5354,Nou Barris,True,120.20300000000002,30.0,5.0,6.0,1,0,3
5361,5359,Nou Barris,True,122.235,30.0,4.0,5.0,1,0,2
5361,5355,Nou Barris,True,156.35,30.0,5.0,6.0,1,0,3
5362,5043,Nou Barris,False,30.031,30.0,2,4,0,0,0
5362,5363,Nou Barris,True,110.2,30.0,4.0,5.0,1,0,2
5363,5360,Nou Barris,True,112.516,30.0,3.0,4.0,0,0,2
5363,5381,Nou Barris,False,47.518,30.0,2,4,0,0,0
5364,5041,Nou Barris,False,41.007000000000005,30.0,2,4,0,0,0
5364,3851,Nou Barris,True,148.957,30.0,6.0,7.0,2,0,3
5365,3871,Nou Barris,True,38.642,30.0,2,3,0,0,1
5366,5341,Nou Barris,True,133.472,30.0,6.0,6.0,1,1,4
5367,6788,Nou Barris,True,229.77200000000002,20.0,10.0,10.0,2,1,7
5367,5366,Nou Barris,True,211.49900000000005,20.0,8.0,8.0,2,1,5
5368,5370,Nou Barris,True,1.928,30.0,2,3,0,0,1
5369,5348,Nou Barris,True,108.42899999999999,30.0,3.0,5.0,0,0,1
5369,5318,Nou Barris,True,13.645,30.0,2,3,0,0,1
5370,5369,Nou Barris,True,6.0249999999999995,30.0,2,4,0,0,0
5370,8364,Nou Barris,False,36.914,10.0,2,3,0,0,1
5371,5372,Nou Barris,False,22.306,30.0,2,3,0,0,1
5371,1640,Nou Barris,True,538.7850000000001,30.0,17.0,20.0,3,3,8
5371,5342,Nou Barris,False,126.212,30.0,4.0,5.0,1,0,2
5372,5371,Nou Barris,False,22.306,30.0,2,4,0,0,0
5372,5373,Nou Barris,True,196.62900000000002,30.0,6.0,6.0,2,0,4
5373,5374,Nou Barris,True,265.03999999999996,30.0,12.0,12.0,2,1,9
5373,5376,Nou Barris,True,232.17799999999997,30.0,9.0,10.0,3,1,4
5374,5372,Nou Barris,True,115.536,30.0,4.0,6.0,1,0,1
5374,5375,Nou Barris,True,38.406000000000006,30.0,2,3,0,0,1
5375,5349,Nou Barris,True,74.396,30.0,2,3,0,0,1
5376,7357,Nou Barris,True,13.171,30.0,2,3,0,0,1
5376,6130,Nou Barris,True,12.187000000000001,30.0,2,4,0,0,0
5377,5380,Nou Barris,True,177.05199999999996,30.0,5.0,7.0,1,0,2
5377,5375,Nou Barris,True,43.131,30.0,2,3,0,0,1
5378,6129,Nou Barris,False,91.104,20.0,3.0,5.0,0,0,1
5378,6131,Nou Barris,False,69.842,20.0,2,3,0,0,1
5378,5379,Nou Barris,False,101.296,20.0,4.0,6.0,1,0,1
5379,5378,Nou Barris,False,101.29599999999998,20.0,3.0,5.0,0,0,1
5380,6131,Nou Barris,True,54.688,30.0,2,3,0,0,1
5381,5047,Nou Barris,False,286.06000000000006,30.0,9.0,9.0,3,1,5
5381,5363,Nou Barris,False,47.518,30.0,2,3,0,0,1
5383,5901,Gràcia,True,36.814,30.0,2,4,0,0,0
5383,467,Gràcia,True,51.591,20.0,2,3,0,0,1
5384,1425,Gràcia,False,52.025000000000006,30.0,2,3,0,0,1
5384,6202,Gràcia,False,103.53900000000002,50.0,3.0,4.0,0,0,2
5384,5016,Gràcia,False,19.123,50.0,2,3,0,0,1
5397,5318,Nou Barris,False,12.056,30.0,2,3,0,0,1
5397,5368,Nou Barris,True,13.269000000000002,30.0,2,4,0,0,0
5397,1637,Nou Barris,False,78.269,30.0,3.0,5.0,0,0,1
5408,4942,Horta-Guinardó,True,103.08500000000001,50.0,2,3,0,0,1
5408,5409,Horta-Guinardó,True,41.067,50.0,2,3,0,0,1
5409,7804,Horta-Guinardó,True,285.07,50.0,8.0,11.0,2,0,3
5409,7796,Horta-Guinardó,False,182.848,30.0,6.0,6.0,2,1,3
5410,8720,Horta-Guinardó,True,409.895,30.0,12.0,13.0,4,1,6
5410,591,Horta-Guinardó,True,247.178,50.0,8.0,7.0,3,0,6
5411,8851,Horta-Guinardó,True,104.95599999999999,25,3.0,4.0,0,0,2
5411,4927,Horta-Guinardó,True,827.947,80.0,31.0,38.0,6,4,14
5412,8851,Horta-Guinardó,True,101.226,50.0,3.0,5.0,0,0,1
5412,1789,Horta-Guinardó,False,34.301,30.0,2,3,0,0,1
5413,5411,Horta-Guinardó,True,189.756,80.0,6.0,6.0,2,0,4
5414,585,Sarrià-Sant Gervasi,True,550.652,80.0,17.0,19.0,5,2,8
5414,7272,Sarrià-Sant Gervasi,True,241.82399999999998,50.0,9.0,10.0,2,1,5
5415,5416,Sarrià-Sant Gervasi,False,259.19300000000004,30.0,7.0,8.0,2,1,3
5415,6523,Sarrià-Sant Gervasi,False,198.521,30.0,6.0,6.0,1,1,4
5415,7283,Sarrià-Sant Gervasi,False,37.13,30.0,2,4,0,0,0
5416,5415,Sarrià-Sant Gervasi,False,259.193,30.0,12.0,14.0,3,1,6
5417,8098,Sarrià-Sant Gervasi,True,29.211,30.0,2,4,0,0,0
5417,5278,Sarrià-Sant Gervasi,False,10.016,30.0,2,3,0,0,1
5417,5279,Sarrià-Sant Gervasi,False,68.041,30.0,2,4,0,0,0
5421,8300,Les Corts,False,264.599,50.0,9.0,9.0,3,1,5
5421,2042,Les Corts,True,171.36,25,7.0,7.0,1,1,5
5422,4057,Les Corts,True,33.607,50.0,2,4,0,0,0
5428,4954,Sarrià-Sant Gervasi,True,3.643,50.0,2,3,0,0,1
5429,639,Sarrià-Sant Gervasi,True,195.62900000000002,30.0,6.0,7.0,1,1,3
5429,638,Sarrià-Sant Gervasi,True,157.31599999999997,30.0,7.0,10.0,2,0,2
5430,3645,Sarrià-Sant Gervasi,True,19.768,30.0,2,4,0,0,0
5430,5428,Sarrià-Sant Gervasi,True,204.691,50.0,7.0,6.0,2,1,5
5431,5429,Sarrià-Sant Gervasi,True,23.694,30.0,2,3,0,0,1
5431,7273,Sarrià-Sant Gervasi,True,194.536,50.0,7.0,7.0,2,1,4
5432,5625,Sarrià-Sant Gervasi,True,186.082,50.0,6.0,7.0,1,0,4
5432,6113,Sarrià-Sant Gervasi,True,111.181,50.0,3.0,5.0,0,0,1
5433,2189,Eixample,True,127.917,30.0,5.0,6.0,1,0,3
5433,5436,Eixample,True,23.695,10.0,2,3,0,0,1
5434,3968,Eixample,True,148.74,50.0,5.0,6.0,1,0,3
5434,5433,Eixample,True,127.735,50.0,6.0,7.0,1,1,3
5435,2389,Eixample,True,135.281,50.0,6.0,7.0,1,0,4
5435,3960,Eixample,True,194.62900000000002,50.0,9.0,11.0,2,0,5
5436,2583,Eixample,True,357.63300000000004,10.0,17.0,20.0,4,2,8
5436,4679,Eixample,True,153.921,30.0,5.0,6.0,1,0,3
5437,6373,Eixample,True,126.44900000000001,50.0,4.0,6.0,0,0,2
5437,7362,Eixample,True,135.055,10.0,6.0,7.0,2,0,3
5463,5072,Eixample,True,135.541,50.0,5.0,7.0,1,0,2
5463,5464,Eixample,True,176.924,50.0,6.0,7.0,1,0,4
5464,4681,Eixample,True,151.586,50.0,7.0,9.0,1,1,3
5464,5435,Eixample,True,20.207,50.0,2,3,0,0,1
5469,7699,Horta-Guinardó,True,84.23,30.0,3.0,5.0,0,0,1
5470,8464,Horta-Guinardó,True,8.718,30.0,2,4,0,0,0
5471,5501,Horta-Guinardó,True,40.82,30.0,2,3,0,0,1
5472,823,Horta-Guinardó,True,101.396,20.0,3.0,4.0,1,0,1
5472,5663,Horta-Guinardó,True,100.75600000000001,30.0,4.0,5.0,1,0,2
5473,2421,Horta-Guinardó,True,71.112,30.0,3.0,4.0,1,0,1
5474,8628,Horta-Guinardó,True,68.628,30.0,2,4,0,0,0
5475,5488,Horta-Guinardó,True,93.881,30.0,3.0,4.0,0,0,2
5475,5487,Horta-Guinardó,True,65.917,30.0,3.0,4.0,0,0,2
5476,5475,Horta-Guinardó,True,75.446,30.0,2,3,0,0,1
5476,8525,Horta-Guinardó,True,97.17600000000002,30.0,2,3,0,0,1
5477,5475,Horta-Guinardó,True,101.031,30.0,4.0,6.0,1,0,1
5477,3481,Horta-Guinardó,True,41.96,30.0,2,4,0,0,0
5478,1246,Horta-Guinardó,True,193.514,30.0,6.0,7.0,1,0,4
5479,4550,Horta-Guinardó,True,71.25999999999999,30.0,2,3,0,0,1
5479,5477,Horta-Guinardó,True,92.405,30.0,2,3,0,0,1
5480,7243,Horta-Guinardó,False,137.85299999999998,30.0,4.0,6.0,0,0,2
5480,4545,Horta-Guinardó,False,98.26599999999999,30.0,2,3,0,0,1
5480,8528,Horta-Guinardó,True,75.212,30.0,2,4,0,0,0
5481,2610,Horta-Guinardó,True,222.006,20.0,9.0,8.0,3,1,6
5481,5839,Horta-Guinardó,True,41.624,30.0,2,3,0,0,1
5482,5483,Horta-Guinardó,True,55.068,30.0,2,4,0,0,0
